Cluster_ID	Cluster_Size	Phylum	Class	Order	Family	Genus	OUT_ID	primary_lifestyle	Fruitbody_type_template
c794	19	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_terricola	soil_saprotroph	none
c796	21	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis	soil_saprotroph	clavarioid
c812	14	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	soil_saprotroph	none
c820	26	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea	Pseudosigmoidea_excentrica_	soil_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c821	18	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe	soil_saprotroph	agaricoid
c830	26	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c841	47	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	Cephalotrichum	soil_saprotroph	none
c846	20	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	soil_saprotroph	none
c862	26	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	soil_saprotroph	none
c883	14	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Anthopsis	Anthopsis	soil_saprotroph	none
c888	15	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora	soil_saprotroph	0
c896	15	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia	soil_saprotroph	apothecium_(hymenium_on_surface)
c912	14	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_glacialis	soil_saprotroph	apothecium_(hymenium_on_surface)
c915	20	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora	soil_saprotroph	0
c923	20	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma	soil_saprotroph	agaricoid
c933	32	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica.nigrescens	soil_saprotroph	agaricoid
c936	22	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c942	36	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_pulchella	soil_saprotroph	none
c943	21	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Myochromella	Myochromella_inolens	soil_saprotroph	agaricoid
c981	23	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	Oidiodendron	soil_saprotroph	0
c1002	23	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_syn._Paragalactinia	soil_saprotroph	apothecium_(hymenium_on_surface)
c1016	9	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella	soil_saprotroph	apothecium_(hymenium_on_surface)
c1036	16	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_falcata	soil_saprotroph	clavarioid
c1042	15	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_schulzeri	soil_saprotroph	none
c15	3668	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_polonicum_coll.	unspecified_saprotroph	0
c89	816	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Cryptosporiopsis	Cryptosporiopsis	unspecified_saprotroph	0
c93	463	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_haptosporus.ranarum	unspecified_saprotroph	none
c189	294	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_penicillioides	unspecified_saprotroph	0
c270	204	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_fodinicola	unspecified_saprotroph	cleistothecium_(closed,_spherical)
c542	56	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta	unspecified_saprotroph	cleistothecium_(closed,_spherical)
c592	49	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus	unspecified_saprotroph	none
c603	30	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium	unspecified_saprotroph	0
c623	39	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Polyphilus	Polyphilus	unspecified_saprotroph	none
c624	33	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta	unspecified_saprotroph	cleistothecium_(closed,_spherical)
c644	65	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia	unspecified_saprotroph	none
c683	23	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia	unspecified_saprotroph	none
c784	30	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium	unspecified_saprotroph	0
c789	48	Basidiomycota	Microbotryomycetes	Microbotryomycetes order incertae sedis	Microbotryomycetes family incertae sedis	Slooffia	Slooffia_cresolica	unspecified_saprotroph	none
c819	63	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella	unspecified_saprotroph	0
c825	17	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia_psychrophila.glacialis	unspecified_saprotroph	none
c886	39	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_bialowiezense	unspecified_saprotroph	0
c908	25	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Calyptrozyma	Calyptrozyma	unspecified_saprotroph	none
c956	19	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta	unspecified_saprotroph	cleistothecium_(closed,_spherical)
c989	20	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium	unspecified_saprotroph	0
c1032	26	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Polyphilus	Polyphilus	unspecified_saprotroph	none
c34	1108	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Luellia	Luellia	wood_saprotroph	corticioid
c62	862	Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Protodontia	Protodontia_piceicola	wood_saprotroph	corticioid
c145	460	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Pleotrichocladium	Pleotrichocladium_opacum	wood_saprotroph	0
c212	306	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_fuscoatra.olivaea	wood_saprotroph	none
c238	206	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion	wood_saprotroph	hysterothecium_(opening_slith-like)
c246	294	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Calycina	Calycina	wood_saprotroph	apothecium_(hymenium_on_surface)
c261	160	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_asper	wood_saprotroph	corticioid
c265	194	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora	wood_saprotroph	corticioid
c281	131	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina	wood_saprotroph	agaricoid
c352	241	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascocoryne	Ascocoryne	wood_saprotroph	apothecium_(hymenium_on_surface)
c355	106	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	Hypholoma_capnoides	wood_saprotroph	agaricoid
c461	104	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Connersia	Connersia	wood_saprotroph	none
c463	65	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_borealis	wood_saprotroph	corticioid
c467	72	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia	wood_saprotroph	apothecium_(hymenium_on_surface)
c496	39	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Paragymnopus	Paragymnopus_perforans	wood_saprotroph	agaricoid
c549	36	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia_juliae	wood_saprotroph	apothecium_(hymenium_on_surface)
c627	44	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma	wood_saprotroph	corticioid
c635	50	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora	wood_saprotroph	corticioid
c652	34	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota_mixta	wood_saprotroph	agaricoid
c704	27	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Uncobasidium	Uncobasidium	wood_saprotroph	corticioid
c709	43	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora	wood_saprotroph	corticioid
c728	35	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_auricolor	wood_saprotroph	apothecium_(hymenium_on_surface)
c748	31	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_byssinella	wood_saprotroph	corticioid
c758	35	Ascomycota	Leotiomycetes	Helotiales	Arachnopezizaceae	Arachnopeziza	Arachnopeziza	wood_saprotroph	apothecium_(hymenium_on_surface)
c774	30	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Resinicium	Resinicium_bicolor	wood_saprotroph	corticioid
c791	19	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina_fallax	wood_saprotroph	agaricoid
c818	39	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Hastodontia	Hastodontia_hastata	wood_saprotroph	corticioid
c843	26	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Basidiodendron	Basidiodendron_trachysporum	wood_saprotroph	corticioid
c856	21	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella	wood_saprotroph	agaricoid
c868	35	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion	wood_saprotroph	hysterothecium_(opening_slith-like)
c874	22	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Ceraceomyces	Ceraceomyces_eludens	wood_saprotroph	corticioid
c880	17	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_kavinioides	wood_saprotroph	corticioid
c899	18	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina	wood_saprotroph	agaricoid
c928	17	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium	wood_saprotroph	corticioid
c937	23	Ascomycota	Leotiomycetes	Helotiales	Ascocorticiaceae	Ascocorticium	Ascocorticium_aff._anomalum	wood_saprotroph	other
c988	27	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella	wood_saprotroph	agaricoid
c1004	28	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina	wood_saprotroph	agaricoid
c1015	18	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina	wood_saprotroph	agaricoid
