Cluster_ID	Cluster_Size	Phylum	Class	Order	Family	Genus	OTU_ID	primary_lifestyle	Fruitbody_type_template
c853	27	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum_melitosarx/rufescens	ectomycorrhizal	agaricoid
c854	27	NA	NA	NA	NA	Basidiomycota	Basidiomycota	NA	NA
c855	27	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c856	27	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella	wood_saprotroph	agaricoid
c857	26	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c858	26	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c859	26	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c860	26	NA	NA	NA	NA	Gomphaceae	Gomphaceae	NA	NA
c861	26	NA	NA	NA	NA	Tympanidaceae	Tympanidaceae	NA	NA
c862	26	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	soil_saprotroph	none
c863	26	NA	NA	NA	NA	Archaeorhizomycetaceae	Archaeorhizomycetaceae	NA	NA
c864	26	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	Dothiorella	plant_pathogen	0
c865	26	NA	NA	NA	NA	Hypocreales	Hypocreales	NA	NA
c866	26	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c867	26	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c868	26	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion	wood_saprotroph	hysterothecium_(opening_slith-like)
c869	26	NA	NA	NA	NA	Ascomycota	Ascomycota	NA	NA
c870	26	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea	ectomycorrhizal	apothecium_(hymenium_on_surface)
c871	26	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c872	26	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania	Pseudoplectania_nigrella	litter_saprotroph	apothecium_(hymenium_on_surface)
c873	26	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c874	26	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Ceraceomyces	Ceraceomyces_eludens	wood_saprotroph	corticioid
c875	26	NA	NA	NA	NA	Chytridiomycota	Chytridiomycota	NA	NA
c876	26	NA	NA	NA	NA	Mortierellales	Mortierellales	NA	NA
c877	26	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_luteolus	ectomycorrhizal	gasteroid
c878	26	NA	NA	NA	NA	Melanommataceae	Melanommataceae	NA	NA
c879	26	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium	mycoparasite	none
c880	25	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_kavinioides	wood_saprotroph	corticioid
c881	25	NA	NA	NA	NA	Chaetothyriales	Chaetothyriales	NA	NA
c882	25	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c883	25	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Anthopsis	Anthopsis	soil_saprotroph	none
c884	25	NA	NA	NA	NA	GS07	GS07	NA	NA
c885	25	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c886	25	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_bialowiezense	unspecified_saprotroph	0
c887	25	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c888	25	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora	soil_saprotroph	0
c889	25	Ascomycota	Dothideomycetes	Dothideales	Dothideales family incertae sedis	Rhizosphaera	Rhizosphaera	plant_pathogen	perithecium_(hymenium_hidden,_narrow_opening)
c890	25	NA	NA	NA	NA	Chaetothyriales	Chaetothyriales	NA	NA
c891	25	NA	NA	NA	NA	Herpotrichiellaceae	Herpotrichiellaceae	NA	NA
c892	25	NA	NA	NA	NA	Ilyonectria/Dactylonectria	Ilyonectria/Dactylonectria	NA	NA
c893	25	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Operculomycetaceae	Operculomyces	Operculomyces_laminatus	pollen_saprotroph	zoosporangium
c894	25	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium	Lophium_mytilinum	litter_saprotroph	0
c895	25	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c896	25	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia	soil_saprotroph	apothecium_(hymenium_on_surface)
c897	25	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c898	25	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c899	25	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina	wood_saprotroph	agaricoid
c900	25	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_colymbadinus	ectomycorrhizal	agaricoid
c901	24	NA	NA	NA	NA	Microbotryomycetes	Microbotryomycetes	NA	NA
c902	24	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis	ectomycorrhizal	corticioid
c903	24	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala	animal_parasite	0
c904	24	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia	animal_parasite	0
c905	24	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c906	24	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c907	24	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c908	24	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Calyptrozyma	Calyptrozyma	unspecified_saprotroph	none
c909	24	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_pura	litter_saprotroph	agaricoid
c910	24	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c911	24	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c912	24	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_glacialis	soil_saprotroph	apothecium_(hymenium_on_surface)
c913	24	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c914	24	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c915	24	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora	soil_saprotroph	0
c917	24	NA	NA	NA	NA	Russulales	Russulales	NA	NA
c918	24	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_lapida	ectomycorrhizal	corticioid
c919	24	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c920	24	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	Stropharia	litter_saprotroph	agaricoid
c921	23	NA	NA	NA	NA	GS18	GS18	NA	NA
c922	23	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_rufus	ectomycorrhizal	agaricoid
c923	23	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma	soil_saprotroph	agaricoid
c924	23	NA	NA	NA	NA	Saccharomycetales	Saccharomycetales	NA	NA
c925	23	NA	NA	NA	NA	Spizellomycetales	Spizellomycetales	NA	NA
c926	23	NA	NA	NA	NA	Ascomycota	Ascomycota	NA	NA
c927	23	NA	NA	NA	NA	Tremellales	Tremellales	NA	NA
c928	23	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium	wood_saprotroph	corticioid
c929	23	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c930	23	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c931	23	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea_mirabilis	ectomycorrhizal	apothecium_(hymenium_on_surface)
c932	23	NA	NA	NA	NA	Basidiomycota	Basidiomycota	NA	NA
c933	23	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica/nigrescens	soil_saprotroph	agaricoid
c934	23	NA	NA	NA	NA	Tremellales	Tremellales	NA	NA
c935	23	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c936	23	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c937	23	Ascomycota	Leotiomycetes	Helotiales	Ascocorticiaceae	Ascocorticium	Ascocorticium_aff._anomalum	wood_saprotroph	other
c938	23	NA	NA	NA	NA	Rhytismatales	Rhytismatales	NA	NA
c939	23	NA	NA	NA	NA	Gyoerffyella/Varicosporium	Gyoerffyella/Varicosporium_	NA	NA
c940	23	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c941	23	NA	NA	NA	NA	Sordariomycetes	Sordariomycetes	NA	NA
c942	23	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_pulchella	soil_saprotroph	none
c943	23	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Myochromella	Myochromella_inolens	soil_saprotroph	agaricoid
c944	23	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Leuconeurospora	Leuconeurospora	dung_saprotroph	cleistothecium_(closed,_spherical)
c945	23	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Infundichalara	Infundichalara	litter_saprotroph	0
c946	23	NA	NA	NA	NA	Rhytismatales	Rhytismatales	NA	NA
c947	23	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Wardomyces	Wardomyces	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c948	23	NA	NA	NA	NA	Ascomycota	Ascomycota	NA	NA
c949	23	NA	NA	NA	NA	GS27	GS27	NA	NA
c950	23	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c951	23	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces	pollen_saprotroph	zoosporangium
c952	23	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c953	23	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_lanatum	ectomycorrhizal	corticioid
c954	23	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c955	23	NA	NA	NA	NA	Hypocreales	Hypocreales	NA	NA
c956	22	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta	unspecified_saprotroph	cleistothecium_(closed,_spherical)
c957	22	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c958	22	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Chalara	Chalara	litter_saprotroph	None
c959	22	NA	NA	NA	NA	Chytridiomycota	Chytridiomycota	NA	NA
c960	22	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	Geopora_cooperi	ectomycorrhizal	apothecium_(hymenium_on_surface)
c961	22	NA	NA	NA	NA	Rozellomycota	Rozellomycota	NA	NA
c962	22	NA	NA	NA	NA	Hyaloscyphaceae	Hyaloscyphaceae	NA	NA
c963	22	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c964	22	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c965	22	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c966	22	NA	NA	NA	NA	Thelephoraceae	Thelephoraceae	NA	NA
c967	22	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_bivelus	ectomycorrhizal	agaricoid
c968	22	NA	NA	NA	NA	Chytridiomycota	Chytridiomycota	NA	NA
c969	22	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c970	22	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c971	22	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Sympodiella	Sympodiella	litter_saprotroph	0
c972	22	NA	NA	NA	NA	Tremellomycetes	Tremellomycetes	NA	NA
c973	22	NA	NA	NA	NA	Chaetothyriales	Chaetothyriales	NA	NA
c974	22	NA	NA	NA	NA	Pezizomycotina	Pezizomycotina_	NA	NA
c975	22	NA	NA	NA	NA	Eurotiales	Eurotiales	NA	NA
c976	22	NA	NA	NA	NA	Agaricostilbomycetes	Agaricostilbomycetes	NA	NA
c977	21	NA	NA	NA	NA	Tremellomycetes	Tremellomycetes	NA	NA
c978	21	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c979	21	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c980	21	NA	NA	NA	NA	GS07	GS07	NA	NA
c981	21	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	Oidiodendron	soil_saprotroph	0
c982	21	NA	NA	NA	NA	GS17	GS17	NA	NA
c983	21	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina	ectomycorrhizal	clavarioid
c984	21	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c985	21	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c986	21	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Truncatella	Truncatella_angustata	plant_pathogen	perithecium_(hymenium_hidden,_narrow_opening)
c988	21	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella	wood_saprotroph	agaricoid
c989	21	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium	unspecified_saprotroph	0
c990	21	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c991	21	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c992	21	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c993	21	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Bryoria	Bryoria	lichenized	apothecium_(hymenium_on_surface)
c994	21	NA	NA	NA	NA	Rozellomycota	Rozellomycota	NA	NA
c995	21	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c996	21	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c997	21	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Sympodiella	Sympodiella_acicola	litter_saprotroph	0
c998	21	NA	NA	NA	NA	Psathyrellaceae	Psathyrellaceae	NA	NA
c999	21	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala	animal_parasite	0
c1000	21	NA	NA	NA	NA	Dothideomycetes	Dothideomycetes	NA	NA
c1001	21	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia	dung_saprotroph	cleistothecium_(closed,_spherical)
c1002	21	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_(syn._Paragalactinia)	soil_saprotroph	apothecium_(hymenium_on_surface)
c1003	21	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Calyptella	Calyptella	litter_saprotroph	agaricoid
c1004	20	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina_	wood_saprotroph	agaricoid
c1005	20	Ascomycota	Leotiomycetes	Rhytismatales	Cudoniaceae	Cudonia	Cudonia_confusa	litter_saprotroph	apothecium_(hymenium_on_surface)
c1006	20	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c1007	20	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_anniae	ectomycorrhizal	gasteroid-hypogeous
c1008	20	NA	NA	NA	NA	Pleosporales	Pleosporales	NA	NA
c1009	20	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c1010	20	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium	plant_pathogen	corticioid
c1011	20	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c1012	20	NA	NA	NA	NA	Chytridiomycota	Chytridiomycota	NA	NA
c1013	20	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_variegatus	ectomycorrhizal	agaricoid
c1014	20	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_terrestris	ectomycorrhizal	corticioid
c1015	20	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina	wood_saprotroph	agaricoid
c1016	20	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella	soil_saprotroph	apothecium_(hymenium_on_surface)
c1017	20	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c1018	20	NA	NA	NA	NA	Pezizomycotina	Pezizomycotina	NA	NA
c1019	20	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c1020	20	NA	NA	NA	NA	Xylariaceae	Xylariaceae	NA	NA
c1021	20	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c1023	20	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyphodiscus	Hyphodiscus	mycoparasite	apothecium_(hymenium_on_surface)
c1024	20	NA	NA	NA	NA	Polyporales	Polyporales	NA	NA
c1025	20	Ascomycota	Leotiomycetes	Leotiales	Leotiales family incertae sedis	Alatospora	Alatospora	litter_saprotroph	none
c1026	20	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma	ectomycorrhizal	agaricoid
c1027	20	NA	NA	NA	NA	Mortierellales	Mortierellales	NA	NA
c1028	19	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_testaceoflava	ectomycorrhizal	clavarioid
c1029	19	NA	NA	NA	NA	Ascomycota	Ascomycota	NA	NA
c1030	19	NA	NA	NA	NA	Hyaloscyphaceae	Hyaloscyphaceae	NA	NA
c1031	19	NA	NA	NA	NA	Chaetothyriales	Chaetothyriales	NA	NA
c1032	19	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Polyphilus	Polyphilus	unspecified_saprotroph	none
c1033	19	NA	NA	NA	NA	Chaetothyriales	Chaetothyriales	NA	NA
c1034	19	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c1035	19	NA	NA	NA	NA	Agaricales	Agaricales	NA	NA
c1036	19	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_falcata	soil_saprotroph	clavarioid
c1037	19	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c1038	19	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	Stropharia_hornemannii	litter_saprotroph	agaricoid
c1039	19	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c1040	19	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c1041	19	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c1042	19	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_schulzeri	soil_saprotroph	none
