Cluster_ID	Cluster_Size	Phylum	Class	Order	Family	Genus	OTU_ID	primary_lifestyle	Fruitbody_type_template
c244	206	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c245	205	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c246	205	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Calycina	Calycina	wood_saprotroph	apothecium_(hymenium_on_surface)
c247	204	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c248	204	NA	NA	NA	NA	Sordariales	Sordariales	NA	NA
c249	203	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium	dung_saprotroph	cleistothecium_(closed,_spherical)
c251	203	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Leohumicola	Leohumicola	soil_saprotroph	none
c252	197	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c253	196	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena	litter_saprotroph	agaricoid
c254	194	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c255	194	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c257	193	NA	NA	NA	NA	Trechisporales	Trechisporales	NA	NA
c258	191	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_globulifera	soil_saprotroph	none
c259	186	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c260	185	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_griseus	ectomycorrhizal	gasteroid-hypogeous
c261	184	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_asper	wood_saprotroph	corticioid
c262	182	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c263	182	NA	NA	NA	NA	Ascomycota	Ascomycota	NA	NA
c264	182	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Sympodiella	Sympodiella_goidanichii	litter_saprotroph	0
c265	182	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora	wood_saprotroph	corticioid
c266	181	NA	NA	NA	NA	Helotiaceae	Helotiaceae	NA	NA
c267	181	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c268	180	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c270	180	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_fodinicola	unspecified_saprotroph	cleistothecium_(closed,_spherical)
c271	178	NA	NA	NA	NA	Hamatocanthoscyphaceae	Hamatocanthoscyphaceae	NA	NA
c272	177	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c273	177	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c274	174	NA	NA	NA	NA	Chaetothyriales	Chaetothyriales	NA	NA
c275	173	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_cinerella	litter_saprotroph	agaricoid
c276	172	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_subclavigera	ectomycorrhizal	corticioid
c277	172	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis	Sistotrema	Sistotrema	litter_saprotroph	corticioid
c278	171	NA	NA	NA	NA	Lasiosphaeriaceae	Lasiosphaeriaceae	NA	NA
c279	171	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_	soil_saprotroph	agaricoid
c280	171	NA	NA	NA	NA	Microbotryomycetes	Microbotryomycetes	NA	NA
c281	171	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	Galerina	wood_saprotroph	agaricoid
c282	168	NA	NA	NA	NA	Thelebolales	Thelebolales	NA	NA
c283	167	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c284	166	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c285	166	NA	NA	NA	NA	Endogonomycetes	Endogonomycetes	NA	NA
c286	166	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c288	166	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_	litter_saprotroph	agaricoid
c289	165	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Strobilurus	Strobilurus	litter_saprotroph	agaricoid
c290	165	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c291	163	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_coleoptera	ectomycorrhizal	agaricoid
c292	163	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c293	162	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c294	160	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia	plant_pathogen	perithecium_(hymenium_hidden,_narrow_opening)
c295	160	NA	NA	NA	NA	Microbotryomycetes	Microbotryomycetes	NA	NA
c296	158	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena	litter_saprotroph	agaricoid
c297	158	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c298	157	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba	ectomycorrhizal	agaricoid
c299	156	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	ectomycorrhizal	apothecium_(hymenium_on_surface)
c300	155	Ascomycota	Leotiomycetes	Helotiales	Cenangiaceae	Heyderia	Heyderia	litter_saprotroph	apothecium_(hymenium_on_surface)
c301	155	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c302	155	NA	NA	NA	NA	Hydnaceae	Hydnaceae	NA	NA
c303	154	NA	NA	NA	NA		"_	Oidiodendron_periconioides_"	NA	NA
c304	154	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sindonia	ectomycorrhizal	agaricoid
c305	154	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c306	154	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c308	152	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Phialea	Phialea	litter_saprotroph	apothecium_(hymenium_on_surface)
c309	152	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c310	151	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_aff._epipterygia	litter_saprotroph	agaricoid
c311	150	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c312	149	NA	NA	NA	NA	Sympoventuriaceae	Sympoventuriaceae	NA	NA
c313	148	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria	soil_saprotroph	clavarioid
c314	146	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c315	143	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	Thelebolus_globosus/ellipsoideus/stercoreus	dung_saprotroph	cleistothecium_(closed,_spherical)
c316	143	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c317	142	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyphodiscus	Hyphodiscus	mycoparasite	apothecium_(hymenium_on_surface)
c318	142	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium	dung_saprotroph	cleistothecium_(closed,_spherical)
c320	139	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma	ectomycorrhizal	agaricoid
c321	138	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c322	138	NA	NA	NA	NA	Endogonomycetes	Endogonomycetes	NA	NA
c323	137	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c324	137	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_decolorans	ectomycorrhizal	agaricoid
c325	137	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_evadens/roseolus	ectomycorrhizal	gasteroid
c326	136	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c327	136	NA	NA	NA	NA	Clavariaceae	Clavariaceae	NA	NA
c328	134	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c329	134	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_coerulea	ectomycorrhizal	corticioid
c330	133	NA	NA	NA	NA	Capnodiales	Capnodiales	NA	NA
c331	132	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_rhodopolium	soil_saprotroph	agaricoid
c332	132	Ascomycota	Leotiomycetes	Rhytismatales	Cudoniaceae	Cudonia	Cudonia_circinans	litter_saprotroph	apothecium_(hymenium_on_surface)
c333	131	Ascomycota	Leotiomycetes	Leotiales	Leotiales family incertae sedis	Alatospora	Alatospora_acuminata	litter_saprotroph	none
c334	130	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii	dung_saprotroph	cleistothecium_(closed,_spherical)
c335	130	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c336	129	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c337	128	NA	NA	NA	NA	Clavariaceae	Clavariaceae	NA	NA
c338	127	NA	NA	NA	NA	Phacidiales	Phacidiales	NA	NA
c339	127	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_aurantiomarginata	litter_saprotroph	agaricoid
c340	126	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c341	124	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Mycenella	Mycenella_lasiosperma	litter_saprotroph	agaricoid
c342	124	Ascomycota	Leotiomycetes	Helotiales	Leptodontidiaceae	Leptodontidium	Leptodontidium	litter_saprotroph	None
c343	124	NA	NA	NA	NA	Didymellaceae	Didymellaceae	NA	NA
c344	123	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c345	122	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c346	121	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c347	119	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c348	118	NA	NA	NA	NA	Trechisporales	Trechisporales	NA	NA
c349	117	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_bufonia	ectomycorrhizal	agaricoid
c350	117	Basidiomycota	Microbotryomycetes	Microbotryales	Leucosporidiaceae	Leucosporidium	Leucosporidium	soil_saprotroph	none
c351	116	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c352	116	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascocoryne	Ascocoryne	wood_saprotroph	apothecium_(hymenium_on_surface)
c353	116	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea	ectomycorrhizal	apothecium_(hymenium_on_surface)
c354	115	NA	NA	NA	NA	Pyronemataceae	Pyronemataceae	NA	NA
c355	114	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	Hypholoma_capnoides	wood_saprotroph	agaricoid
c356	114	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c358	114	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_galopus	litter_saprotroph	agaricoid
c359	113	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	Herpotrichia	plant_pathogen	perithecium_(hymenium_hidden,_narrow_opening)
c360	113	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c361	112	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium	soil_saprotroph	none
c362	111	NA	NA	NA	NA	Glomerellales	Glomerellales	NA	NA
c363	111	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	Mollisia	plant_pathogen	apothecium_(hymenium_on_surface)
c364	111	NA	NA	NA	NA	GS11	GS11	NA	NA
c365	111	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha	litter_saprotroph	apothecium_(hymenium_on_surface)
c366	111	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena_angustispora	litter_saprotroph	agaricoid
c367	110	NA	NA	NA	NA	Pezizomycotina	Pezizomycotina	NA	NA
c369	110	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium_piceae	plant_pathogen	apothecium_(hymenium_on_surface)
c370	110	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora	soil_saprotroph	0
c371	109	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea_leporina	ectomycorrhizal	apothecium_(hymenium_on_surface)
c372	109	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis	Sistotrema	Sistotrema_alboluteum	litter_saprotroph	corticioid
c373	107	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_hiemalis	soil_saprotroph	none
c374	107	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Membranomyces	Membranomyces	ectomycorrhizal	corticioid
c375	107	NA	NA	NA	NA	Endogonaceae	Endogonaceae	NA	NA
c376	107	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	Oidiodendron	soil_saprotroph	0
c377	107	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	Rutstroemia	litter_saprotroph	apothecium_(hymenium_on_surface)
c378	106	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c379	106	NA	NA	NA	NA	Chaetosphaeriaceae	Chaetosphaeriaceae	NA	NA
c380	104	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c381	104	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c384	104	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora	soil_saprotroph	0
c385	103	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c386	103	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_discoideus	ectomycorrhizal	agaricoid
c387	102	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_hiemalis	soil_saprotroph	none
c388	102	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cosmospora	Cosmospora_arxii_(coll.)	mycoparasite	perithecium_(hymenium_hidden,_narrow_opening)
c389	101	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c391	100	Ascomycota	Leotiomycetes	Leotiales	Leotiales family incertae sedis	Alatospora	Alatospora	litter_saprotroph	none
c392	100	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c393	99	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c394	99	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c395	98	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea	ectomycorrhizal	apothecium_(hymenium_on_surface)
c397	97	NA	NA	NA	NA	Hyaloscyphaceae	Hyaloscyphaceae	NA	NA
c398	97	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c399	97	NA	NA	NA	NA	Agaricales	Agaricales	NA	NA
c400	96	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c402	96	NA	NA	NA	NA	Phlegmacium	Phlegmacium_(syn._Cortinarius)	NA	NA
c403	96	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum	soil_saprotroph	none
c404	96	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_strictus	soil_saprotroph	none
c405	96	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c406	95	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c407	94	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c408	94	NA	NA	NA	NA	Lecanoromycetes	Lecanoromycetes	NA	NA
c409	94	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	Oidiodendron	soil_saprotroph	0
c410	93	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans	soil_saprotroph	none
c411	93	NA	NA	NA	NA	Letiomycetidae	Letiomycetidae	NA	NA
c412	93	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c413	93	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c414	93	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_tristis	ectomycorrhizal	clavarioid
c416	92	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Pezoloma	Pezoloma_ericae	root_endophyte	apothecium_(hymenium_on_surface)
c417	92	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alliacea	soil_saprotroph	none
c418	91	NA	NA	NA	NA	Mollisiaceae	Mollisiaceae	NA	NA
c419	91	NA	NA	NA	NA	Archaeorhizomycetaceae	Archaeorhizomycetaceae	NA	NA
c420	91	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c421	90	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora	soil_saprotroph	0
c422	89	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c423	89	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_cincinnata	ectomycorrhizal	agaricoid
c424	89	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Gautieria	Gautieria_	ectomycorrhizal	gasteroid-hypogeous
c425	89	NA	NA	NA	NA	Inocybaceae	Inocybaceae	NA	NA
c426	89	NA	NA	NA	NA	Basidiomycota	Basidiomycota	NA	NA
c427	88	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella_paludigena	animal_endosymbiont	none
c428	88	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena	litter_saprotroph	agaricoid
c429	87	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_flavoalba	litter_saprotroph	agaricoid
c430	87	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c431	87	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_odorata/versicolor	ectomycorrhizal	agaricoid
c432	87	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c433	86	NA	NA	NA	NA	Sordariales	Sordariales	NA	NA
c434	85	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c435	85	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c436	84	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c437	84	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudodestricta	ectomycorrhizal	agaricoid
c438	84	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_cetratum	soil_saprotroph	agaricoid
c439	83	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c440	82	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_clavicularis	litter_saprotroph	agaricoid
c441	82	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c442	82	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora	litter_saprotroph	0
c443	81	NA	NA	NA	NA	GS22	GS22	NA	NA
c444	81	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale/pullulans/_melanogenum	sooty_mold	0
c445	81	NA	NA	NA	NA	Sordariomycetidae	Sordariomycetidae	NA	NA
c446	80	NA	NA	NA	NA	Chytridiomycota	Chytridiomycota	NA	NA
c447	80	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium	soil_saprotroph	none
c448	79	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c449	79	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_vaccinum	ectomycorrhizal	agaricoid
c450	78	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c451	78	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Odontia	Odontia	litter_saprotroph	corticioid
c452	78	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Tephrocybe	Tephrocybe	soil_saprotroph	agaricoid
c453	77	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c454	77	NA	NA	NA	NA	Cenangiaceae	Cenangiaceae	NA	NA
c455	77	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c456	77	NA	NA	NA	NA	Herpotrichiellaceae	Herpotrichiellaceae	NA	NA
c457	77	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c458	76	NA	NA	NA	NA	GS22	GS22	NA	NA
c459	76	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Acephala	Acephala_macrosclerotiorum	soil_saprotroph	none
c460	75	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	soil_saprotroph	none
c461	75	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Connersia	Connersia	wood_saprotroph	none
c462	75	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis	Sistotrema	Sistotrema_muscicola	litter_saprotroph	corticioid
c463	74	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_borealis	wood_saprotroph	corticioid
c464	74	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c465	74	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c466	74	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Chalara	Chalara	litter_saprotroph	None
c467	74	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia	wood_saprotroph	apothecium_(hymenium_on_surface)
c468	74	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c469	73	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella	ectomycorrhizal	corticioid
c470	73	NA	NA	NA	NA	Lecanoromycetes	Lecanoromycetes	NA	NA
c471	73	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c472	72	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_viride_(coll.)	mycoparasite	perithecium_(hymenium_hidden,_narrow_opening)
c473	72	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_agathosmus	ectomycorrhizal	agaricoid
c474	72	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella	ectomycorrhizal	corticioid
c475	72	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c476	72	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_mammosus	ectomycorrhizal	agaricoid
c477	71	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pilosa	ectomycorrhizal	corticioid
c478	71	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c479	71	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_fuckelii	litter_saprotroph	apothecium_(hymenium_on_surface)
c480	71	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_mucidula	ectomycorrhizal	corticioid
c481	71	NA	NA	NA	NA	Chytridiomycota	Chytridiomycota	NA	NA
c482	70	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c483	70	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_glaucopus_(coll.)	ectomycorrhizal	agaricoid
c484	70	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha	litter_saprotroph	apothecium_(hymenium_on_surface)
c485	70	NA	NA	NA	NA	Leotiomycetes	Leotiomycetes	NA	NA
c486	69	NA	NA	NA	NA	Eurotiales	Eurotiales	NA	NA
c487	69	NA	NA	NA	NA	GS22	GS22	NA	NA
c488	68	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces	soil_saprotroph	none
c489	68	NA	NA	NA	NA	Mollisiaceae	Mollisiaceae	NA	NA
c490	68	NA	NA	NA	NA	Basidiomycota	Basidiomycota	NA	NA
c491	68	NA	NA	NA	NA	Pucciniomycotina	Pucciniomycotina	NA	NA
c492	67	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_armillatus	ectomycorrhizal	agaricoid
c493	67	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_badiosanguineus	ectomycorrhizal	agaricoid
c494	67	NA	NA	NA	NA	GS22	GS22	NA	NA
c495	67	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Infundichalara	Infundichalara	litter_saprotroph	0
c496	67	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Paragymnopus	Paragymnopus_perforans	wood_saprotroph	agaricoid
